	wmo	lat	lon	station	date_min	date_max
209	05714	  48.20	   1.70	"(made up station ID) ""TRAC98"" Voves, France"	1998-06-18 00:00:00	1998-06-29 00:00:00
210	05762	  43.75	   0.07	(made up station ID) Averon-Bergelle Mesogers 84 site, France	1984-09-10 00:00:00	1984-09-10 00:00:00
211	06010	  62.07	  -7.27	EKVG Sorvagur (Vagar AP wind profiler), Vagar Island, Faeroe Islands, Denmark	9999999	9999999
212	06011	  62.02	  -6.77	Torshavn, Faeroe Is., Denmark	1939-04-01 00:00:00	2009-12-04 00:00:00
213	06030	  57.10	   9.87	Alborg, Denmark	1980-06-02 00:00:00	2012-10-01 00:00:00
214	06060	  56.2936	   9.1129	Karup, Denmark	1999-04-28 00:00:00	1999-04-28 00:00:00
215	06061	  56.38	   9.32	(made up station ID) Hald og Dollerup Bakker, Denmark	1902-06-01 00:00:00	1903-05-01 00:00:00
216	06082	   55.97	   8.63	Borris, Denmark	2009-11-04 00:00:00	2009-11-04 00:00:00
217	06086	  55.58	   8.25	Oksbol, Denmark	2009-08-31 00:00:00	2009-09-03 00:00:00
218	06180	  55.63	  12.67	EKCH Koebenhavn / Copenhagen (Kastrup - AP), Denmark	1949-10-01 00:00:00	1962-06-01 00:00:00
219	06181	  55.77	  12.53	Koebenhavn / Copenhagen (Jaegersborg), Denmark	1962-06-01 00:00:00	1998-11-26 00:00:00
220	06210	  52.10	   4.28	(assigned station ID) Scheveningen, Netherlands	1909-01-01 00:00:00	2005-01-04 00:00:00
221	06230	  52.97	   4.75	De Kooy / De Kooij / Den Helden - Marineflugplatz de Kooy, Netherlands	1921-09-01 00:00:00	1932-01-01 00:00:00
222	06235	  52.92	   4.78	De Kooij / De Kooy - Maritiem Vliegkamp De Kooy (MVKK), Netherlands	2001-08-16 00:00:00	2006-11-21 00:00:00
223	06242	  53.25	   4.92	Vlieland, Netherlands	1977-07-26 00:00:00	2002-12-19 00:00:00
224	06256	  52.40	   5.89	"(made up station ID) 't Harde - Luitenant Kolonel Tonnetkazerne (Royal Netherlands Army Base ""Lieutenant Colonel Tonnet""), Netherlands"	2010-01-01 00:00:00	2010-01-01 00:00:00
225	06260	  52.10	   5.18	Utrecht - De Bilt (Koninklijk Nederlands Meteorologisch Instituut (KNMI) / Royal Netherlands Meteorological Institute, Wilhelminalaan 10, 730 AE De Bilt, Netherlands	1909-01-01 00:00:00	2001-03-08 00:00:00
226	06265	  52.13	   5.28	Soesterberg, Netherlands	1911-06-01 00:00:00	1931-12-19 00:00:00
227	06290	  52.27	   6.90	Twenthe, Netherlands	1997-05-02 00:00:00	1998-10-13 00:00:00
228	06348	  51.97	   4.93	Cabauw atmospheric profiler, Netherlands	1994-07-01 00:00:00	1994-07-01 00:00:00
229	06400	  51.08	   2.65	Koksijde, Belgium	1999-07-07 00:00:00	2002-09-11 00:00:00
230	06447	  50.80	   4.35	Brussels (Ukkel / Uccle - Royal Meteorological Institute of Belgium), Belgium	1906-01-01 00:00:00	2004-03-15 00:00:00
231	06458	  50.75	   4.77	EBBE Beauvechain - Meteorological Wing, Base Charles Roman, Beauvechain, Belgium	2004-11-22 00:00:00	2007-01-01 00:00:00
232	06463	  50.78	   4.95	Goetsenhoven, Belgium	2009-10-15 00:00:00	2009-10-15 00:00:00
233	06476	  50.03	   5.40	St. Hubert, Belgium	1976-01-20 00:00:00	2006-05-13 00:00:00
234	06479	  51.17	   5.47	Kleine Brogel, Belgium	1984-03-05 00:00:00	1990-05-15 00:00:00
235	06496	  50.47	   6.18	Elsenborn, Belgium	1995-10-05 00:00:00	2000-01-20 00:00:00
236	06610	  46.82	   6.95	Payerne, Switzerland	1979-01-01 00:00:00	2012-11-01 00:00:00
237	06620	  47.6900	   8.6202	Schaffhausen Degreane 1290 MHz wind profiler + HATPRO temperature and humidity profiler, Switzerland	2008-01-01 00:00:00	2008-01-01 00:00:00
238	06632	  47.1789	   7.4152	Grenchen Degreane 1290 MHz wind profiler + HATPRO temperature and humidity profiler, Switzerland	2008-01-01 00:00:00	2008-01-01 00:00:00
239	06670	 999.9999	 999.9999	Zurich AP wind profiler, Switzerland	9999999	9999999
240	06798	  47.25	   8.37	Merenschwand ALPEX radiosonde site, Switzerland	1982-03-01 00:00:00	1982-05-01 00:00:00
241	06842	  47.5097	   9.2614	Sitterdorf, Switzerland	1999-09-16 00:00:00	1999-09-16 00:00:00
242	06843	  45.85	   8.93	Ligornetto, Switzerland	1999-09-18 00:00:00	1999-11-09 00:00:00
243	06845	  47.43	   7.88	Ruenenberg, Switzerland	9999999	9999999
244	06849	  47.23	   9.49	Salez, Switzerland	2010-12-01 00:00:00	2010-12-01 00:00:00
245	06911	  46.8127	   6.9430	(made up station ID) Payerne Degreane 1290 MHz wind profiler + HATPRO temperature and humidity profiler, Switzerland	1998-01-01 00:00:00	1998-01-01 00:00:00
246	06912	  46.8135	   6.9424	(made up station ID) Payerne Vaisala LAP-3000 wind profiler, Switzerland	9999999	9999999
247	07001	  50.42	   1.60	(made up station ID) LFAM Berck-Sur-Mer AP (Operated by Great Britain Royal Air Force), France	1918-02-20 00:00:00	1919-05-01 00:00:00
248	07005	  50.13	   1.83	Abbeville, France	1971-03-01 00:00:00	1976-12-01 00:00:00
249	07024	  49.65	  -1.47	Cherbourg - Maupertus, France	1918-01-01 00:00:00	1990-09-08 00:00:00
250	07028	  49.53	   0.09	Le Havre, France	1918-01-01 00:00:00	1919-01-01 00:00:00
251	07056	  49.87	   2.38	(made up station ID) Amiens, France	1923-01-01 00:00:00	1923-01-01 00:00:00
252	07061	  49.82	   3.20	Saint-Quentin, France	1983-05-25 00:00:00	1985-02-23 00:00:00
253	07070	  49.30	   4.03	Reims, France	1982-03-01 00:00:00	1982-04-01 00:00:00
254	07075	  49.78	   4.68	Charleville-Mezieres, France	9999999	9999999
255	07110	  48.45	  -4.42	Brest - Guipavas AP, France	1918-01-01 00:00:00	2001-11-17 00:00:00
256	07112	  48.62	    .89	La Ferte Vidame 52 MHz wind profiler, France	1995-01-01 00:00:00	1995-01-01 00:00:00
257	07114	  48.00	  -4.183	(made up station ID) Quimper - Station de Flanquement du C.E.L de Quimper, France	2009-01-01 00:00:00	2009-01-01 00:00:00
258	07130	  48.07	  -1.72	Rennes, France	9999999	9999999
259	07137	  48.70	   2.00	Unknown station, probably Trappes - Centre Meteorologique de Trappes, France	1998-03-04 00:00:00	2012-02-08 00:00:00
260	07138	  48.71	   0.00	(made up station ID) Argentan, France	1923-01-01 00:00:00	1923-01-01 00:00:00
261	07139	  48.45	   0.10	Alencon, France	1991-04-16 00:00:00	1991-04-16 00:00:00
262	07144	  48.81	   2.07	(made up station ID) Saint-Cyr-L'Ecole AP, France	1918-01-01 00:00:00	1919-01-01 00:00:00
263	07145	  48.77	   2.02	Trappes - L'observatoire Leon Teisserenc de Bort, France	1897-09-01 00:00:00	2011-09-14 00:00:00
264	07150	  48.97	   2.45	Paris - Le Bourget AP, France	9999999	9999999
265	07152	  48.7180	   2.2076	(made up station ID) Palaiseau - Institut Pierre Simon Laplace (IPSL) - Site Instrumental de Recherche par Teledetection Atmospherique (SIRTA), France radiosondes	2006-11-07 00:00:00	2007-03-14 00:00:00
266	07154	  48.7180	   2.2063	(made up station ID) Palaiseau - Institut Pierre Simon Laplace (IPSL) - Site Instrumental de Recherche par Teledetection Atmospherique (SIRTA), France Degreanne UHF profiler	2006-10-01 00:00:00	2007-03-01 00:00:00
267	07155	  48.337	   2.600	(made up station ID) Modem Headquarters, Rue de Bessonville, 77760 Ury, France	2008-04-01 00:00:00	2008-04-01 00:00:00
268	07165	  48.96	   4.36	Chalons-en-Champagne / Chalons-sur-Marne - Caserne Chanzy, France	1915-09-01 00:00:00	1918-03-01 00:00:00
269	07170	  48.10	   5.05	Chaumont, France	1953-07-01 00:00:00	1959-08-01 00:00:00
270	07180	  48.68	   6.22	LFSN Nancy - Essey AP, France	1939-01-01 00:00:00	2001-12-10 00:00:00
271	07183	  48.72	   6.21	(made up station ID) Malzeville, France	1915-10-01 00:00:00	1916-09-01 00:00:00
272	07189	  48.44	   7.55	(made up station ID) Meistratzheim COPS Supersite V (Vosges), France	2007-08-01 00:00:00	2008-06-01 00:00:00
273	07190	  48.55	   7.63	Strassburg, Germany	9999999	9999999
274	07205	  47.77	   -3.43	Lorient, France	1918-01-01 00:00:00	1919-01-01 00:00:00
275	07217	  47.32	   -2.17	Saint-Nazaire, France	1918-01-01 00:00:00	1919-01-01 00:00:00
276	07222	  47.17	  -1.62	Nantes, France	1987-11-11 00:00:00	1987-12-19 00:00:00
277	07240	  47.45	   0.72	Tours / St. Symphorien, France	1939-01-01 00:00:00	1974-12-01 00:00:00
278	07255	  47.07	   2.37	Bourges - Etablissement d'Experimentation Technique de Bourges de la DGA (ETBS), France	1975-09-25 00:00:00	2001-10-25 00:00:00
279	07257	  47.05	   2.65	Avord, France	1939-01-01 00:00:00	1939-01-01 00:00:00
280	07265	  47.80	   3.55	Auxerre, France	1999-12-14 00:00:00	1999-12-14 00:00:00
281	07280	  47.27	   5.08	Dijon, France	1939-01-01 00:00:00	1939-01-01 00:00:00
282	07297	  47.72	   7.17	"(made up station ID) ""FRBUR"" Burnhaupt le Bas COPS radiosonde site, France"	2007-06-08 00:00:00	2007-08-08 00:00:00
283	07354	  46.85	   1.72	Chateauroux, France	1939-01-01 00:00:00	1964-08-01 00:00:00
284	07402	  45.93	  -0.99	(made up station ID) Rochefort, France	1918-01-01 00:00:00	1923-01-01 00:00:00
285	07412	  45.67	  -0.32	Cognac, France	1997-02-22 00:00:00	1997-02-22 00:00:00
286	07434	  45.87	   1.18	Limoges, France	1985-02-19 00:00:00	1985-02-19 00:00:00
287	07453	  45.76	   3.11	(made up station ID) Clermont-Ferrand wind profiler, France	1990-12-01 00:00:00	1998-10-01 00:00:00
288	07460	  45.80	   3.15	Clermont-Ferrand, France	1923-01-01 00:00:00	1923-01-01 00:00:00
289	07470	  45.05	   3.90	Le Puy, France	1983-05-22 00:00:00	1983-05-22 00:00:00
290	07480	  45.72	   4.95	LFLY Lyon - Bron AP, France	1974-01-01 00:00:00	1975-04-19 00:00:00
291	07481	  45.7263	   5.0786	LFLL Lyon - Satolas AP, France	1975-04-22 00:00:00	2001-11-07 00:00:00
292	07491	  45.63	   5.87	"(assigned station ID) ""FRAIX"" LFLB Chambery (Aix-les-Bains AP), France"	2005-08-27 00:00:00	2005-08-27 00:00:00
293	07502	  44.53	  -1.13	Cazaux, France	9999999	9999999
294	07503	  44.43	  -1.25	Biscarosse - 16th Artillery Group, France	1986-10-29 00:00:00	1997-11-19 00:00:00
295	07510	  44.83	  -0.70	LFBD Bordeaux - Merignac AP, France	1974-01-01 00:00:00	2004-03-23 00:00:00
296	07514	  44.40	  -0.64	(made up station ID) La Cape Sud Farm - Carbo Europe Regional Experiment radiosondes, France	2005-05-13 00:00:00	2007-09-15 00:00:00
297	07515	  44.40	  -0.64	(made up station ID) La Cape Sud Farm - Carbo Europe Regional Experiment - Degreane PCL 1300 wind profiler, France	2005-05-18 00:00:00	2005-06-23 00:00:00
298	07516	  44.46	   0.20	(made up station ID) Marmande - Carbo Europe Regional Experiment - Scintec XFAS Sodar with RASS, France	2005-05-19 00:00:00	2007-04-23 00:00:00
299	07535	  44.75	   1.40	Gourdon, France	1982-02-04 00:00:00	1985-02-19 00:00:00
300	07545	  44.65	   2.20	(made up station ID) Saint-Santin 961 MHz PROUST wind profiler, France	1984-01-01 00:00:00	1988-02-01 00:00:00
301	07558	  44.12	   3.02	Millau, France	1984-03-27 00:00:00	1984-03-27 00:00:00
302	07577	  44.58	   4.73	Montelimar, France	9999999	9999999
303	07591	  44.57	   6.50	Embrun, France	1983-06-11 00:00:00	1983-06-11 00:00:00
304	07602	  43.47	  -1.53	Bayonne (Biarritz + Anglet AP?), France	1918-01-01 00:00:00	1983-07-28 00:00:00
305	07603	  43.68	  -1.07	Dax, France	1984-07-12 00:00:00	1984-07-12 00:00:00
306	07607	  43.92	  -0.50	Mont-de-Marsan, France	1997-08-18 00:00:00	1997-08-18 00:00:00
307	07619	 888.8888	 888.8888	Unknown station, possibly France	9999999	9999999
308	07625	  43.12	   0.36	(made up station ID) Lannemezan, France	1974-05-30 00:00:00	1993-02-01 00:00:00
309	07626	 888.8888	 888.8888	unknown location, France	2011-06-20 00:00:00	2011-06-20 00:00:00
310	07627	  43.00	   1.10	Saint Girons, France	1986-03-05 00:00:00	1986-03-05 00:00:00
311	07628	  43.5723	   1.3735	(made up station ID) Toulouse - Campus Meteo France 45 MHz wind profiler, France	1991-02-01 00:00:00	1998-01-01 00:00:00
312	07629	  43.57	   1.37	Toulouse - ONERA Research Center, France	2006-06-02 00:00:00	2006-06-29 00:00:00
313	07630	  43.62	   1.37	LFBO Toulouse - Blagnac AP, France	1977-08-23 00:00:00	2002-11-19 00:00:00
314	07631	  43.574	   1.373	(made up station ID) Toulouse - Campus Meteo France - radiosondes, France	2005-05-19 00:00:00	2007-09-08 00:00:00
315	07641	  43.40	   3.68	Cette / Sete, France	1918-01-01 00:00:00	1918-01-01 00:00:00
316	07643	  43.6114	   4.0711	"(assigned station ID) ""HYMEX01"" Candillargues - Aerodrome de L'etang De L'or, Marseille, Le Provence, France"	2012-09-10 00:00:00	2012-11-01 00:00:00
317	07645	  43.87	   4.40	LFME Nimes (Courbessac), France	1974-01-01 00:00:00	2012-02-08 00:00:00
318	07647	  43.52	   4.95	Istres, France	9999999	9999999
319	07649	  43.50	   5.37	"(assigned station ID) ""SHIP""  Aix-Les-Milles ESCOMPTE ozonesondes, France"	2001-06-15 00:00:00	2001-07-12 00:00:00
320	07650	  43.45	   5.22	Marseilles (Marignane), France	9999999	9999999
321	07651	  43.53	   5.03	(made up station ID) Saint-Chamas 1238 MHz Degreane wind profiler, France	1999-09-07 00:00:00	1999-09-07 00:00:00
322	07655	  43.95	   5.71	(made up station ID) Observatoire de Haute Provence (OHP) 72.5 MHz wind profiler, Saint-Michel-l'Observatoire, France	1993-02-01 00:00:00	1993-02-01 00:00:00
323	07656	  43.25	   5.51	(assigned station ID) Aubagne, France	1918-01-01 00:00:00	1919-01-01 00:00:00
324	07659	  43.93	   5.72	(made up station ID) Observatoire de Haute Provence (OHP) ozonesonde site, Saint-Michel-l'Observatoire, France	1985-01-01 00:00:00	1997-03-01 00:00:00
325	07660	  43.10	   5.93	Toulon, France	1993-07-21 00:00:00	1993-07-21 00:00:00
326	07662	  43.12	   5.92	(made up station ID) Toulon 45 MHz wind profiler, France	1985-01-01 00:00:00	1993-02-01 00:00:00
327	07664	  43.12	   5.97	(made up station ID) Toulon 1238 MHz wind profiler, France	1999-09-07 00:00:00	1999-11-15 00:00:00
328	07665	  43.12	   5.97	(made up station ID) University of Toulon 45 MHz small wind profiler, France	1998-01-01 00:00:00	1998-01-01 00:00:00
329	07680	  43.42	   6.75	Saint-Raphael, France	1982-03-01 00:00:00	1982-05-01 00:00:00
330	07690	  43.65	   7.20	Nice, France	1999-09-15 00:00:00	2002-09-27 00:00:00
331	07747	  42.73	   2.87	Perpignan, France	1991-02-25 00:00:00	1991-02-25 00:00:00
332	07758	  42.2852	   9.5234	(made up station ID) INRA, San Giuliano, Corsica, France	2012-05-04 00:00:00	2012-11-15 00:00:00
333	07761	  41.92	   8.80	LFKJ Ajaccio, Corsica, France	1918-01-01 00:00:00	2001-11-19 00:00:00
334	07801	  48.706	   2.174	(made up station ID) Orsay - Leosphere, Batiment 503, Centre Scientifique d'Orsay, Plateau du Moulon, 91400 Orsay, France	2008-08-01 00:00:00	2008-08-01 00:00:00
335	08001	  43.38	  -8.37	La Coruna, Spain	1974-07-01 00:00:00	1999-07-30 00:00:00
336	08023	  43.47	  -3.82	Santander, Spain	1977-09-02 00:00:00	1999-05-17 00:00:00
337	08031	  43.37	  -3.04	Bilbao - Punta Galea atmospheric profiler, Spain	9999999	9999999
338	08055	  42.58	  -5.65	Leon, Spain	1977-06-15 00:00:00	1977-06-15 00:00:00
339	08084	  42.45	  -2.33	Logrono, Spain	1978-09-13 00:00:00	1978-09-13 00:00:00
340	08087	  42.20	  -1.45	Bardenas Reales, Spain	1976-01-20 00:00:00	1990-11-29 00:00:00
341	08140	  41.72	  -4.85	Valladolid, Spain	1977-10-13 00:00:00	1981-05-11 00:00:00
342	08159	  41.68	  -1.07	Zaragoza Air Base (operated by US Air Force), Spain	1958-01-10 00:00:00	1965-11-30 00:00:00
343	08160	  41.67	  -1.02	Zaragoza AP, Spain	1992-03-09 00:00:00	1996-02-01 00:00:00
344	08180	  41.3887	   2.1729	(assigned station ID) Barcelona - Plaza Urquinaona, Spain	1914-01-01 00:00:00	1914-01-01 00:00:00
345	08181	  41.30	   2.08	Barcelona AP - El Prat de Llobregat, Spain	1923-01-01 00:00:00	1923-01-01 00:00:00
346	08190	  41.38	   2.12	Barcelona - Servei Meteorologic de Catalunya, 08028 Barcelona, Spain	1998-01-01 00:00:00	2007-11-15 00:00:00
347	08202	  40.93	  -5.47	LESA Salamanca - Matacan AP, Spain	1974-04-08 00:00:00	1976-09-08 00:00:00
348	08221	  40.47	  -3.57	LEMD Madrid - Barajas AP, Spain	1974-05-01 00:00:00	2008-04-07 00:00:00
349	08238	  40.82	   0.50	Tortosa, Spain	1976-04-20 00:00:00	1976-04-20 00:00:00
350	08301	  39.55	   2.62	Palma de Mallorca, Mallorca Is., Spain	1988-06-20 00:00:00	2002-12-17 00:00:00
351	08302	  39.62	   2.70	LESB Palma de Mallorca - Son Bonet AP, Mallorca, Spain	1980-02-07 00:00:00	2005-06-08 00:00:00
352	08314	  39.87	   4.27	Menorca - Mahon, Spain	1974-03-04 00:00:00	1976-08-30 00:00:00
353	08330	  38.88	  -6.82	Badajoz - Talavera, Spain	1978-10-21 00:00:00	1978-10-21 00:00:00
354	08358	  38.35	  -0.48	Alicante, Spain	9999999	9999999
355	08430	  37.98	  -1.12	Murcia (Zarandona), Spain	1984-07-14 00:00:00	1996-10-29 00:00:00
356	08433	  37.78	  -0.80	LELC Murcia - San Javier AP, Spain	1984-04-09 00:00:00	1984-04-09 00:00:00
357	08445	  36.65	  -6.35	Rota Naval Air Station (operated by US Navy), Spain	1958-11-01 00:00:00	1985-12-01 00:00:00
358	08495	  36.15	  -5.35	LXGB Gibraltar AP, UK	1946-04-01 00:00:00	1997-09-22 00:00:00
359	08506	  38.53	 -28.63	Horta, Azores, Portugal	9999999	9999999
360	08507	  39.0911	 -28.0292	LPGR Santa Cruz de Graciosa - Graciosa AP, Graciosa Island, Azores, Portugal	2009-05-28 00:00:00	2009-05-28 00:00:00
361	08508	  38.75	 -27.07	LPLA Lajes (Santa Rita - Lajes AP), Azores, Portugal	1988-09-29 00:00:00	2010-09-30 00:00:00
362	08509	  38.73	 -27.08	Lajes Air Base (operated by US Air Force, 8th Weather Squadron), Azores, Portugal	1974-01-01 00:00:00	1988-09-28 00:00:00
363	08511	  38.67	 -27.22	Angra do Heroismo, Azores, Portugal	1932-08-01 00:00:00	1933-08-01 00:00:00
364	08515	  36.97	 -25.17	Santa Maria, Azores (Portugal) radiosonde site for ASTEX	1992-06-01 00:00:00	1992-06-27 00:00:00
365	08516	  36.97	 -25.17	(made up station ID) Santa Maria, Azores (Portugal) Pennsylvania State University microwave radiometer site for ASTEX	1992-06-01 00:00:00	1992-06-28 00:00:00
366	08517	  36.97	 -25.17	(made up station ID) Santa Maria, Azores (Portugal) INMG sodar site for ASTEX	1992-06-01 00:00:00	1992-06-28 00:00:00
367	08521	  32.68	 -16.77	LPMA Funchal AP, Madeira, Portugal	1974-01-01 00:00:00	1980-07-09 00:00:00
368	08522	  32.63	 -16.90	Funchal, Madeira, Portugal	1980-07-10 00:00:00	1998-08-14 00:00:00
369	08524	  33.0894	 -16.3502	Porto Santo Island AP, Madeira (Portugal) radiosonde site for ASTEX	1992-06-01 00:00:00	1992-06-28 00:00:00
370	08525	  33.07	 -16.35	(made up station ID) Porto Santo, Madeira (Portugal) NOAA WPL 3-channel microwave radiometer site for ASTEX	1992-06-01 00:00:00	1992-06-29 00:00:00
371	08526	  33.07	 -16.35	(made up station ID) Porto Santo, Madeira (Portugal) Colorado State University 404 MHz wind profiler with RASS site for ASTEX	1992-06-01 00:00:00	1992-06-29 00:00:00
372	08527	  33.07	 -16.35	(made up station ID) Porto Santo, Madeira (Portugal) CIRES lidar site for ASTEX	1992-06-01 00:00:00	1992-06-29 00:00:00
373	08536	  38.77	  -9.15	Lisboa / Lisbon, Portugal	1974-01-01 00:00:00	1980-07-07 00:00:00
374	08545	  41.20	  -8.70	LPPR Porto (Pedras Rubras - Porto AP), Portugal	1971-03-01 00:00:00	1981-02-16 00:00:00
375	08549	  40.20	  -8.42	Coimbra, Portugal	1971-03-01 00:00:00	1975-09-23 00:00:00
376	08554	  37.02	  -7.97	Faro AP, Portugal	1971-03-01 00:00:00	1983-10-09 00:00:00
377	08577	  37.55	  -8.72	Sao Teotonio, Portugal	1997-06-16 00:00:00	1997-07-31 00:00:00
378	08579	  38.7665	  -9.1278	LPPT Lisbon - Instituto de Meteorologia, Avenue Almirante Gago Coutinho, Portugal	1980-07-10 00:00:00	1998-08-14 00:00:00
379	08584	  16.8639	 -24.8674	(made up station ID) Sao Vicente - Observatorio Atmosferico de Cabo Verde	2010-06-01 00:00:00	2010-09-25 00:00:00
380	08589	  14.90	 -23.52	Praia, Cape Verde, Portugal	1974-08-01 00:00:00	2006-09-14 00:00:00
381	08594	  16.73	 -22.95	GVAC Preguica, Amilcar Cabral AP, Sal Island, Cape Verde, Portugal	1975-10-04 00:00:00	2010-12-28 00:00:00
382	08721	  40.4669	  -3.5549	(made up station ID) LEMD Madrid - Barajas AP, Spain LAP-3000 wind profiler with RASS	9999999	9999999
383	09184	  54.10	  13.38	Greifswald / Griefswald, East Germany	1975-09-17 00:00:00	1991-10-31 00:00:00
384	09393	  52.2093	  14.1203	Lindenberg, East Germany	1975-09-17 00:00:00	1991-10-31 00:00:00
385	09486	  51.12	  13.68	Dresden (Wahnsdorf), East Germany	1975-09-17 00:00:00	1991-11-01 00:00:00
386	09548	  50.55	  10.37	Meiningen, East Germany	1975-09-17 00:00:00	1991-10-31 00:00:00
387	10009	  54.50	  10.28	Kiel, Germany	1900-01-01 00:00:00	1900-01-01 00:00:00
388	10015	  54.18	   7.90	Helgoland, Germany	1939-12-01 00:00:00	1989-06-04 00:00:00
389	10034	  54.83	   9.17	Flensburg / Meieauik, West Germany	1952-01-01 00:00:00	1954-09-01 00:00:00
390	10035	  54.5272	   9.5482	Schleswig, West Germany	1985-04-02 00:00:00	2005-03-01 00:00:00
391	10046	  54.38	  10.15	EDHK Kiel - Holtenau Airport, West Germany	1973-02-12 00:00:00	1994-09-30 00:00:00
392	10080	  54.08	  12.08	(made up station ID) Rostock, Germany	1932-09-01 00:00:00	1999-01-01 00:00:00
393	10113	  53.70	   7.15	Norderney Island AP, Germany	1939-01-01 00:00:00	2011-07-05 00:00:00
394	10135	  53.78	   8.67	ETMN Nordholz German Air Force Base atmospheric profiler, Germany	2004-05-01 00:00:00	2004-05-01 00:00:00
395	10147	  53.62	  10.00	EDDH Hamburg (Fuhlsbuettel AP (Operated by Deutschen Seewarte, Hamburg)), Germany	1921-05-11 00:00:00	1939-01-01 00:00:00
